2;1.2006140132228693
4;1.1740366613291453
6;1.1311878040334908
8;1.0999070730217002
10;1.0782784651729307
12;1.081443745741167
14;1.0534344297053553
16;1.0411575783483473
18;1.0423975310057154
20;1.043089205661766
22;1.0281640566358905
24;1.008804547303899
26;0.9967131961162797
28;0.9727359402930097
30;0.9702778849954412
35;0.9520609411748493
40;0.9043370040875551
45;0.8719216363376332
50;0.8238960283779917
55;0.8041347624829265
60;0.7801804022122228
65;0.752897877501417
70;0.7100366310787761
75;0.6634324889813306
80;0.6373204258354278
85;0.6136090375660257
90;0.577359125684623
95;0.5301563518887488
100;0.4818340942321455
