0
25.5327, 15.4862
25.3434, 15.405
25.1493, 15.2919
24.9595, 15.1559
24.7882, 15.0289
24.6355, 14.9201
24.4687, 14.7839
24.3069, 14.6752
24.1217, 14.5436
23.9969, 14.4622
23.8117, 14.3399
23.6313, 14.2084
23.409, 14.0314
23.1684, 13.8591
22.9832, 13.7277
22.7518, 13.5553
22.5621, 13.4239
22.391, 13.3152
22.2057, 13.17
22.0066, 13.0112
21.7798, 12.8479
21.6178, 12.7301
21.4928, 12.6348
21.3075, 12.4942
21.1227, 12.3856
20.78, 12.1179
20.5716, 11.9546
20.4513, 11.8639
20.2939, 11.746
20.192, 11.6598
20.0763, 11.5782
19.942, 11.4784
19.8077, 11.3832
19.6875, 11.2925
19.47, 11.1429
19.3726, 11.0521
19.146, 10.9117
18.9839, 10.7801
18.822, 10.6759
18.7109, 10.5897
18.5906, 10.5036
18.4934, 10.431
18.35, 10.3359
18.2344, 10.2634
18.0676, 10.1273
17.8871, 10.0004
17.7204, 9.8688
17.5584, 9.7509
17.4057, 9.6375
17.2621, 9.5241
17.151, 9.4379
17.04, 9.3746
