0	-5.722923994172444e-23
1	4.218441183408090e-20
2	-1.401256262070189e-17
3	2.773679946754260e-15
4	-3.646328757923278e-13
5	3.359964681245107e-11
6	-2.233392123647433e-09
7	1.086243330683495e-07
8	-3.882168760618622e-06
9	1.015399797577307e-04
10	-1.918612334324911e-03
11	2.553572573627927e-02
12	-2.284531316020858e-01
13	1.257486933889542e+00
14	-3.652585477605351e+00
15	-5.806795004939190e+00
