0
21.8216, 9.0203
21.9976, 9.1517
22.206, 9.3102
22.4097, 9.4687
22.5628, 9.6322
22.8128, 9.8224
23.0352, 10.0128
23.2992, 10.2258
23.4847, 10.3982
23.7345, 10.5747
23.9431, 10.7606
24.1376, 10.9146
24.3368, 11.0824
24.5453, 11.2637
24.726, 11.4224
24.9066, 11.5766
25.1013, 11.7443
25.3374, 11.9209
25.5644, 12.1067
25.7961, 12.3154
26.0369, 12.5011
26.2545, 12.6732
26.4723, 12.8681
26.7409, 13.0766
27.0236, 13.326
27.3199, 13.5571
27.5979, 13.7973
27.7829, 13.9149
28.1581, 14.2231
28.3387, 14.3727
28.5655, 14.5493
28.7647, 14.7079
28.9315, 14.8439
