2;-9.54340923037591
4;-10.047486677608667
6;-9.740274090531532
8;-9.738612992585951
10;-9.83115042331127
12;-10.451804839935454
14;-10.25137680261773
16;-10.369529493108578
18;-10.792424134387117
20;-11.19294377040202
22;-11.243166125905988
24;-11.184534380754956
26;-11.2054457134009
28;-10.968166316721797
30;-11.169649650678048
35;-11.115426594716618
40;-10.318176443526148
45;-9.811827198029649
50;-8.963160620170893
55;-8.741917973890967
60;-8.459921104020424
65;-8.065544565169235
70;-7.257929886401055
75;-6.358259116450752
80;-5.930246890987674
85;-5.569044887632309
90;-4.928572169263
95;-3.9470473336363057
100;-2.9602061324954945
