580
4	399.0	397.5	405.0	400.0
8	376.5	378.0	378.0	381.0
16	368.0	363.0	369.0	367.0
32	349.0	350.0	348.0	341.0
620
4	384.0	389.0	384.0	382.0
8	354.0	356.0	351.0	354.0
16	320.0	317.0	322.0	317.0
32	298.0	299.0	296.0	296.0
640				
4	330.0	333.0	330.0	331.0
8	306.0	312.0	312.0	309.0
16	284.0	285.0	281.0	283.0
32	273.0	271.0	275.0	273.0
