580
4	394.0	397.0	397.0	395.0
8	379.0	379.0	381.0	378.0
16	362.0	362.0	362.0	360.0
32	346.0	348.0	351.0	346.0
620
4	395.0	396.0	392.0	393.0
8	348.0	344.0	348.0	345.0
16	303.0	302.0	306.0	307.0
32	276.0	278.0	275.0	276.0
