Label,Fe,C,Mn,Ni,Mo,V,Cr,Cu,Al,Nb,Si,W,B,Ti,Co,P,S,N,Zr,Cond,T,k,References
Pure_01,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,73.3,Smithhalls hb 14-4 Refs 7,20, 50. 7 - US Bur. Stds, Circular C447, Mecanical Properties of Metals and Alloys, Washington 1952,  20- BSIRA , Physical Constants of Some commercial steels at Elevated Temperatures, London, 1953. 50 - ASM Reference Book p143, 
Pure_02,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,80.2,Smithhalls hb 14-4 Refs 7,20, 50. 7 - US Bur. Stds, Circular C447, Mecanical Properties of Metals and Alloys, Washington 1952,  20- BSIRA , Physical Constants of Some commercial steels at Elevated Temperatures, London, 1953. 50 - ASM Reference Book p143, 
Pure_03,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100,68.2,Smithhalls hb 14-4 Refs 7,20, 50. 7 - US Bur. Stds, Circular C447, Mecanical Properties of Metals and Alloys, Washington 1952,  20- BSIRA , Physical Constants of Some commercial steels at Elevated Temperatures, London, 1953. 50 - ASM Reference Book p143, 
Pure_04,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,69.5,Smithhalls hb 14-4 Refs 7,20, 50. 7 - US Bur. Stds, Circular C447, Mecanical Properties of Metals and Alloys, Washington 1952,  20- BSIRA , Physical Constants of Some commercial steels at Elevated Temperatures, London, 1953. 50 - ASM Reference Book p143, 
Pure_05,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200,61.5,Smithhalls hb 14-4 Refs 7,20, 50. 7 - US Bur. Stds, Circular C447, Mecanical Properties of Metals and Alloys, Washington 1952,  20- BSIRA , Physical Constants of Some commercial steels at Elevated Temperatures, London, 1953. 50 - ASM Reference Book p143, 
Pure_06,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,227,61.3,Smithhalls hb 14-4 Refs 7,20, 50. 7 - US Bur. Stds, Circular C447, Mecanical Properties of Metals and Alloys, Washington 1952,  20- BSIRA , Physical Constants of Some commercial steels at Elevated Temperatures, London, 1953. 50 - ASM Reference Book p143, 
Pure_07,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,327,54.7,Smithhalls hb 14-4 Refs 7,20, 50. 7 - US Bur. Stds, Circular C447, Mecanical Properties of Metals and Alloys, Washington 1952,  20- BSIRA , Physical Constants of Some commercial steels at Elevated Temperatures, London, 1953. 50 - ASM Reference Book p143, 
Pure_08,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,400,48.6,Smithhalls hb 14-4 Refs 7,20, 50. 7 - US Bur. Stds, Circular C447, Mecanical Properties of Metals and Alloys, Washington 1952,  20- BSIRA , Physical Constants of Some commercial steels at Elevated Temperatures, London, 1953. 50 - ASM Reference Book p143, 
Pure_09,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,527,43.3,Smithhalls hb 14-4 Refs 7,20, 50. 7 - US Bur. Stds, Circular C447, Mecanical Properties of Metals and Alloys, Washington 1952,  20- BSIRA , Physical Constants of Some commercial steels at Elevated Temperatures, London, 1953. 50 - ASM Reference Book p143, 
Pure_10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,600,38.9,Smithhalls hb 14-4 Refs 7,20, 50. 7 - US Bur. Stds, Circular C447, Mecanical Properties of Metals and Alloys, Washington 1952,  20- BSIRA , Physical Constants of Some commercial steels at Elevated Temperatures, London, 1953. 50 - ASM Reference Book p143, 
Pure_11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,727,32.3,Smithhalls hb 14-4 Refs 7,20, 50. 7 - US Bur. Stds, Circular C447, Mecanical Properties of Metals and Alloys, Washington 1952,  20- BSIRA , Physical Constants of Some commercial steels at Elevated Temperatures, London, 1953. 50 - ASM Reference Book p143, 
Pure_12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,800,29.7,Smithhalls hb 14-4 Refs 7,20, 50. 7 - US Bur. Stds, Circular C447, Mecanical Properties of Metals and Alloys, Washington 1952,  20- BSIRA , Physical Constants of Some commercial steels at Elevated Temperatures, London, 1953. 50 - ASM Reference Book p143, 
Steel1_1,Balance,0.06,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,23,65.3,Smithhalls hb 14-30 
Steel1_2,Balance,0.06,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,100,60.3,Smithhalls hb 14-30 
Steel1_3,Balance,0.06,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,200,54.9,Smithhalls hb 14-30 
Steel1_4,Balance,0.06,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,400,45.2,Smithhalls hb 14-30 
Steel1_5,Balance,0.06,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,600,36.4,Smithhalls hb 14-30 
Steel1_6,Balance,0.06,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,800,28.5,Smithhalls hb 14-30 
Steel1_7,Balance,0.06,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,1000,27.6,Smithhalls hb 14-30 
Steel2_1,Balance,0.08,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,23,59.5,Smithhalls hb 14-30 
Steel2_2,Balance,0.08,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,100,57.8,Smithhalls hb 14-30 
Steel2_3,Balance,0.08,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,200,53.2,Smithhalls hb 14-30 
Steel2_4,Balance,0.08,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,400,45.6,Smithhalls hb 14-30 
Steel2_5,Balance,0.08,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,600,36.8,Smithhalls hb 14-30 
Steel2_6,Balance,0.08,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,800,28.5,Smithhalls hb 14-30 
Steel2_7,Balance,0.08,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,1000,27.6,Smithhalls hb 14-30 
Steel3_1,Balance,0.23,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,23,51.9,Smithhalls hb 14-30 
Steel3_2,Balance,0.23,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,100,51.1,Smithhalls hb 14-30 
Steel3_3,Balance,0.23,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,200,49,Smithhalls hb 14-30 
Steel3_4,Balance,0.23,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,400,42.7,Smithhalls hb 14-30 
Steel3_5,Balance,0.23,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,600,35.6,Smithhalls hb 14-30 
Steel3_6,Balance,0.23,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,800,26,Smithhalls hb 14-30 
Steel3_7,Balance,0.23,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,1000,27.2,Smithhalls hb 14-30 
Steel4_1,Balance,0.42,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,23,51.9,Smithhalls hb 14-30 
Steel4_2,Balance,0.42,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,100,50.7,Smithhalls hb 14-30 
Steel4_3,Balance,0.42,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,200,48.2,Smithhalls hb 14-30 
Steel4_4,Balance,0.42,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,400,41.9,Smithhalls hb 14-30 
Steel4_5,Balance,0.42,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,600,33.9,Smithhalls hb 14-30 
Steel4_6,Balance,0.42,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,800,24.7,Smithhalls hb 14-30 
Steel4_7,Balance,0.42,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annealed,1000,26.8,Smithhalls hb 14-30 
